HJ0411XDXHTXHXWXPXXXR,,,,,,,,,,,,,,,,,,
CXGXSXMXXXW,,,,,,,,,,,,,,,,,,
6,0,12.5,,,,,,,,,,,,,,,,
7,0.50,0.25,0.05,0,0,0,0,0,0,0,0,,,,,,,
2007,1,0.5,50,0.794,0,0.004015,0,0.81,0,0,0,100.52,0,0,0,285.957,0,386.147
2007,1,1,100,0.449,0,0.003917,0,1.06,0,0,0,100.5,0,0,0,292.092,0,386.147
2007,1,1.5,150,0.795,0,0.004016,0,1.08,0,0,0,100.5,0,0,0,295.75,0,386.147
2007,1,2,200,0.097,0,0.003817,0,0.83,0,0,0,100.53,0,0,0,291.453,0,386.147
2007,1,2.5,250,-0.378,0,0.003687,0,0.82,0,0,0,100.53,0,0,0,288.492,0,386.147
2007,1,3,300,0,0,0.00379,0,1.15,0,0,0,100.541,0,0,0,288.582,0,386.147
2007,1,3.5,350,-0.332,0,0.0037,0,1.13,0,0,0,100.53,0,0,0,287.676,0,386.147
2007,1,4,400,-0.592,0,0.00363,0,1.1,0,0,0,100.541,0,0,0,287.144,0,386.147
2007,1,4.5,450,-0.699,0,0.003602,0,1.03,0,0,0,100.541,0,0,0,286.795,0,386.147
2007,1,5,500,-0.966,0,0.003533,0,1.19,0,0,0,100.52,0,0,0,287.897,0,386.147
2007,1,5.5,550,-0.462,0,0.003667,0,1.37,0,0,0,100.481,0,0,0,292.524,0,386.147
2007,1,6,600,-0.938,0,0.003541,0,0.79,0,0,0,100.481,0,0,0,293.092,0,386.147
2007,1,6.5,650,-1.107,0,0.003499,0,1.07,0,0,0,100.441,0,0,0,296.661,0,386.147
2007,1,7,700,-0.879,0,0.003558,0,1.3,0,0,0,100.43,0,0,0,297.23,0,386.147
2007,1,7.5,750,-1.403,0,0.003424,0,1.25,0,0,0,100.441,0,0,0,297.315,0,386.147
2007,1,8,800,1.908,0,0.00435,0,0.51,0,0,0,100.46,0,36.71,0,293.955,0,386.147
2007,1,8.5,850,6.158,0,0.005639,0,1.01,0,0,0,100.471,0,138.877,0,291.491,0,386.147
2007,1,9,900,9.962,0,0.006265,0,1.08,0,0,0,100.5,0,192.854,0,285.689,0,386.147
2007,1,9.5,950,11.193,0,0.006216,0,1.2,0,0,0,100.49,0,246.188,0,257.299,0,386.147
2007,1,10,1000,14.503,0,0.00638,0,0.66,0,0,0,100.52,0,329.445,0,266.424,0,386.147
2007,1,10.5,1050,20.334,0,0.006189,0,0.59,0,0,0,100.52,0,384.937,0,282.079,0,386.147
2007,1,11,1100,21.27,0,0.006187,0,0.74,0,0,0,100.511,0,438.425,0,272.794,0,386.147
2007,1,11.5,1150,17.399,0,0.006369,0,1.4,0,0,0,100.481,0,465.535,0,280.724,0,386.147
2007,1,12,1200,17.531,0,0.006255,0,1.2,0,0,0,100.401,0,511.971,0,283.481,0,386.147
2007,1,12.5,1250,14.73,0,0.006332,0,1.24,0,0,0,100.35,0,513.589,0,284.628,0,386.147
2007,1,13,1300,15.107,0,0.006404,0,1.66,0,0,0,100.31,0,498.984,0,283.498,0,386.147
2007,1,13.5,1350,18.802,0,0.006433,0,1.97,0,0,0,100.31,0,465.804,0,297.814,0,386.147
2007,1,14,1400,16.302,0,0.006477,0,1.98,0,0,0,100.31,0,339.348,0,293,0,386.147
2007,1,14.5,1450,15.367,0,0.006594,0,1.72,0,0,0,100.31,0,226.399,0,287.578,0,386.147
2007,1,15,1500,17.682,0,0.00634,0,1.77,0,0,0,100.291,0,280.099,0,290.12,0,386.147
2007,1,15.5,1550,16.942,0,0.006395,0,1.62,0,0,0,100.32,0,202.16,0,290.665,0,386.147
2007,1,16,1600,17,0,0.006442,0,1.56,0,0,0,100.331,0,169.168,0,289.543,0,386.147
2007,1,16.5,1650,13.552,0,0.006593,0,1.18,0,0,0,100.32,0,57.699,0,280.771,0,386.147
2007,1,17,1700,9.699,0,0.006305,0,0.8,0,0,0,100.31,0,0.18,0,271.104,0,386.147
2007,1,17.5,1750,7.442,0,0.005963,0,0.79,0,0,0,100.301,0,0,0,287.865,0,386.147
2007,1,18,1800,6.948,0,0.005874,0,0.92,0,0,0,100.301,0,0,0,285.379,0,386.147
2007,1,18.5,1850,5.66,0,0.005506,0,0.35,0,0,0,100.331,0,0,0,283.291,0,386.147
2007,1,19,1900,4.494,0,0.005162,0,0.61,0,0,0,100.361,0,0,0,278.674,0,386.147
2007,1,19.5,1950,3.904,0,0.004985,0,1.02,0,0,0,100.371,0,0,0,276.466,0,386.147
2007,1,20,2000,4.197,0,0.005089,0,1.28,0,0,0,100.361,0,0,0,274.981,0,386.147
2007,1,20.5,2050,4.093,0,0.005044,0,1,0,0,0,100.361,0,0,0,275.249,0,386.147
2007,1,21,2100,3.785,0,0.004951,0,1.04,0,0,0,100.361,0,0,0,273.568,0,386.147
2007,1,21.5,2150,3.193,0,0.004749,0,0.96,0,0,0,100.361,0,0,0,272.216,0,386.147
2007,1,22,2200,2.487,0,0.004529,0,0.83,0,0,0,100.38,0,0,0,275.395,0,386.147
2007,1,22.5,2250,2.659,0,0.004589,0,1.35,0,0,0,100.38,0,0,0,285.254,0,386.147
2007,1,23,2300,2.528,0,0.004548,0,1.29,0,0,0,100.401,0,0,0,285.67,0,386.147
2007,1,23.5,2350,3.062,0,0.004719,0,1.52,0,0,0,100.38,0,0,0,280.641,0,386.147
2007,2,0,0,3.16,0,0.004745,0,1.31,0,0,0,100.371,0,0,0,270.111,0,386.147
2007,2,0.5,50,3.281,0,0.004785,0,1.36,0,0,0,100.361,0,0,0,270.539,0,386.147
2007,2,1,100,2.856,0,0.00464,0,1.4,0,0,0,100.371,0,0,0,269.931,0,386.147
2007,2,1.5,150,2.648,0,0.004581,0,1.57,0,0,0,100.34,0,0,0,269.253,0,386.147
2007,2,2,200,2.423,0,0.004509,0,1.17,0,0,0,100.31,0,0,0,270.701,0,386.147
2007,2,2.5,250,2.645,0,0.004582,0,1.1,0,0,0,100.32,0,0,0,274.998,0,386.147
2007,2,3,300,2.109,0,0.004412,0,0.7,0,0,0,100.39,0,0,0,283.733,0,386.147
2007,2,3.5,350,2.39,0,0.004501,0,1.53,0,0,0,100.441,0,0,0,282.916,0,386.147
2007,2,4,400,2.703,0,0.004597,0,1.55,0,0,0,100.401,0,0,0,271.432,0,386.147
2007,2,4.5,450,3.6,0,0.004872,0,1.9,0,0,0,100.31,0,0,0,271.403,0,386.147
2007,2,5,500,3.072,0,0.004697,0,0.95,0,0,0,100.261,0,0,0,276.352,0,386.147
2007,2,5.5,550,2.475,0,0.004524,0,0.76,0,0,0,100.35,0,0,0,322.135,0,386.147
2007,2,6,600,2.065,0,0.004394,0,0.96,0,0,0,100.42,0,0,0,334.854,0,386.147
2007,2,6.5,650,1.958,0,0.004366,0,1.41,0,0,0,100.43,0,0,0,348.382,0,386.147
2007,2,7,700,2.476,0,0.00453,0,1.09,0,0,0,100.43,0,0,0,296.006,0,386.147
2007,2,7.5,750,4.461,0,0.005136,0,1.66,0,0,0,100.401,0,0,0,291.387,0,386.147
2007,2,8,800,6.196,0,0.005624,0,0.78,0,0,0,100.39,0,37.587,0,291.598,0,386.147
2007,2,8.5,850,9.016,0,0.006262,0,0.5,0,0,0,100.42,0,79.005,0,289.494,0,386.147
2007,2,9,900,8.854,0,0.006186,0,0.36,0,0,0,100.411,0,127.372,0,289.616,0,386.147
2007,2,9.5,950,10.343,0,0.006443,0,0.79,0,0,0,100.441,0,160.019,0,292.645,0,386.147
2007,2,10,1000,12.866,0,0.006612,0,1.31,0,0,0,100.49,0,254.242,0,304.792,0,386.147
2007,2,10.5,1050,14.044,0,0.006613,0,0.93,0,0,0,100.5,0,269.348,0,313.095,0,386.147
2007,2,11,1100,16.291,0,0.006613,0,0.96,0,0,0,100.471,0,313.375,0,321.437,0,386.147
2007,2,11.5,1150,16.791,0,0.006629,0,0.9,0,0,0,100.481,0,338.212,0,327.48,0,386.147
2007,2,12,1200,13.286,0,0.006592,0,1.18,0,0,0,100.401,0,249.348,0,320.282,0,386.147
2007,2,12.5,1250,15.282,0,0.006742,0,0.99,0,0,0,100.331,0,358.867,0,324.335,0,386.147
2007,2,13,1300,16.394,0,0.006809,0,1.39,0,0,0,100.31,0,413.704,0,303.587,0,386.147
2007,2,13.5,1350,16.22,0,0.006745,0,1.38,0,0,0,100.291,0,305.591,0,309.269,0,386.147
2007,2,14,1400,19.451,0,0.006598,0,0.53,0,0,0,100.261,0,402.066,0,337.3,0,386.147
2007,2,14.5,1450,18.284,0,0.006723,0,1.17,0,0,0,100.2,0,277.729,0,336.06,0,386.147
2007,2,15,1500,13.536,0,0.006766,0,1.18,0,0,0,100.2,0,128.834,0,323.266,0,386.147
2007,2,15.5,1550,13.012,0,0.006779,0,0.93,0,0,0,100.18,0,91.402,0,332.473,0,386.147
2007,2,16,1600,13.729,0,0.006939,0,1.25,0,0,0,100.18,0,115.67,0,319.111,0,386.147
2007,2,16.5,1650,11.673,0,0.006737,0,0.73,0,0,0,100.18,0,35.319,0,311.599,0,386.147
2007,2,17,1700,8.967,0,0.006256,0,0.46,0,0,0,100.191,0,0,0,302.005,0,386.147
2007,2,17.5,1750,7.232,0,0.005925,0,0.44,0,0,0,100.191,0,0,0,294.22,0,386.147
2007,2,18,1800,6.333,0,0.005715,0,0.59,0,0,0,100.21,0,0,0,289.228,0,386.147
2007,2,18.5,1850,5.873,0,0.005601,0,1.09,0,0,0,100.18,0,0,0,325.14,0,386.147
2007,2,19,1900,5.45,0,0.005492,0,0.86,0,0,0,100.21,0,0,0,290.417,0,386.147
2007,2,19.5,1950,5.108,0,0.005392,0,0.95,0,0,0,100.221,0,0,0,292.361,0,386.147
2007,2,20,2000,4.938,0,0.00534,0,0.88,0,0,0,100.231,0,0,0,297.495,0,386.147
2007,2,20.5,2050,4.798,0,0.005308,0,1.12,0,0,0,100.21,0,0,0,304.443,0,386.147
2007,2,21,2100,5.295,0,0.005485,0,0.91,0,0,0,100.17,0,0,0,312.971,0,386.147
2007,2,21.5,2150,5.279,0,0.005477,0,0.95,0,0,0,100.161,0,0,0,295.693,0,386.147
2007,2,22,2200,5.423,0,0.005518,0,1.31,0,0,0,100.13,0,0,0,281.674,0,386.147
2007,2,22.5,2250,4.943,0,0.005357,0,1.2,0,0,0,100.17,0,0,0,289.188,0,386.147
2007,2,23,2300,4.639,0,0.005251,0,1.37,0,0,0,100.191,0,0,0,295.474,0,386.147
2007,2,23.5,2350,5.372,0,0.005492,0,1.45,0,0,0,100.17,0,0,0,313.569,0,386.147
2007,3,0,0,5.291,0,0.005443,0,1.24,0,0,0,100.161,0,0,0,299.949,0,386.147
2007,3,0.5,50,4.341,0,0.005137,0,1.01,0,0,0,100.18,0,0,0,280.497,0,386.147
2007,3,1,100,3.888,0,0.004997,0,1.29,0,0,0,100.18,0,0,0,276.042,0,386.147
2007,3,1.5,150,4.209,0,0.005097,0,1.52,0,0,0,100.161,0,0,0,276.328,0,386.147
2007,3,2,200,4.285,0,0.00509,0,1.3,0,0,0,100.161,0,0,0,277.427,0,386.147
2007,3,2.5,250,4.469,0,0.005152,0,1.12,0,0,0,100.151,0,0,0,276.377,0,386.147
2007,3,3,300,3.542,0,0.004852,0,1.19,0,0,0,100.161,0,0,0,275.326,0,386.147
